X,Y,status,ts
-85.07429,34.890498,Closed,2020-05-01T15:00:00Z
-96.59583,32.78949,Closed,2020-05-01T15:00:00Z
-80.47513,33.48737,Closed,2020-05-01T15:00:00Z
-84.5568,34.014383,Closed,2020-05-01T15:00:00Z
-85.044651,35.998307,Closed,2020-05-01T15:00:00Z
-93.981203,29.938345,Closed,2020-05-01T15:00:00Z
-96.04752713,36.07901605,Closed,2020-05-01T15:00:00Z
-81.14674,35.269186,Closed,2020-05-01T15:00:00Z
-79.03938,38.130464,Closed,2020-05-01T15:00:00Z
-84.315315,39.297049,Closed,2020-05-01T15:00:00Z
-83.272398,30.752605,Closed,2020-05-01T15:00:00Z
-104.979638,39.84937,Closed,2020-05-01T15:00:00Z
-80.792883,28.359513,Closed,2020-05-01T15:00:00Z
-93.089792,34.444636,Closed,2020-05-01T15:00:00Z
-82.256433,34.718222,Closed,2020-05-01T15:00:00Z
-86.56918,30.72237,Closed,2020-05-01T15:00:00Z
-92.224131,34.714613,Closed,2020-05-01T15:00:00Z
-84.646155,35.465022,Closed,2020-05-01T15:00:00Z
-84.52947,33.998294,Closed,2020-05-01T15:00:00Z
-81.67393,33.664706,Closed,2020-05-01T15:00:00Z
-81.471042,28.325519,Closed,2020-05-01T15:00:00Z
-82.51286,27.527406,Closed,2020-05-01T15:00:00Z
-95.763257,36.164306,Closed,2020-05-01T15:00:00Z
-87.22521083,36.52482591,Closed,2020-05-01T15:00:00Z
-84.603202,34.005072,Closed,2020-05-01T15:00:00Z
-82.026817,33.409408,Closed,2020-05-01T15:00:00Z
-83.873202,33.605394,Closed,2020-05-01T15:00:00Z
-85.38216,35.017274,Closed,2020-05-01T15:00:00Z
-93.225684,37.179817,Closed,2020-05-01T15:00:00Z
-84.41177,33.96421,Closed,2020-05-01T15:00:00Z
-81.23278,33.955482,Closed,2020-05-01T15:00:00Z
-83.76287,34.115669,Closed,2020-05-01T15:00:00Z
-81.504559,28.37929,Closed,2020-05-01T15:00:00Z
-82.45550532,27.26926047,Closed,2020-05-01T15:00:00Z
-84.973623,33.041726,Closed,2020-05-01T15:00:00Z
-84.59226,34.056233,Closed,2020-05-01T15:00:00Z
-85.133051,35.061556,Closed,2020-05-01T15:00:00Z
-80.937776,34.084396,Closed,2020-05-01T15:00:00Z
-86.18789,39.693426,Closed,2020-05-01T15:00:00Z
-82.08799,33.48239,Closed,2020-05-01T15:00:00Z
-85.02922,32.98642,Closed,2020-05-01T15:00:00Z
-82.350968,28.235818,Closed,2020-05-01T15:00:00Z
-82.461201,34.774869,Closed,2020-05-01T15:00:00Z
-83.20496,35.946353,Closed,2020-05-01T15:00:00Z
-94.13583,30.067908,Closed,2020-05-01T15:00:00Z
-84.45261848,38.07786066,Closed,2020-05-01T15:00:00Z
-84.940576,33.724349,Closed,2020-05-01T15:00:00Z
-80.711961,32.879903,Closed,2020-05-01T15:00:00Z
-76.252751,36.767402,Closed,2020-05-01T15:00:00Z
-80.603771,33.19458,Closed,2020-05-01T15:00:00Z
-85.075722,35.083956,Closed,2020-05-01T15:00:00Z
-86.46869,30.3865,Closed,2020-05-01T15:00:00Z
-84.42959,33.65901,Closed,2020-05-01T15:00:00Z
-86.805409,33.414674,Closed,2020-05-01T15:00:00Z
-89.35015,31.359675,Closed,2020-05-01T15:00:00Z
-80.85968626,35.77145604,Closed,2020-05-01T15:00:00Z
-90.789428,35.031525,Closed,2020-05-01T15:00:00Z
-83.985838,33.946346,Closed,2020-05-01T15:00:00Z
-83.220223,30.681215,Closed,2020-05-01T15:00:00Z
-90.327052,32.32894,Closed,2020-05-01T15:00:00Z
-86.506983,30.39466,Closed,2020-05-01T15:00:00Z
-91.138276,38.823561,Closed,2020-05-01T15:00:00Z
-90.955634,30.457155,Closed,2020-05-01T15:00:00Z
-83.32647,30.84267,Closed,2020-05-01T15:00:00Z
-80.87506,32.63235,Closed,2020-05-01T15:00:00Z
-89.35544,31.323919,Closed,2020-05-01T15:00:00Z
-84.31941,37.736096,Closed,2020-05-01T15:00:00Z
-84.530254,34.086389,Closed,2020-05-01T15:00:00Z
-91.198186,34.905383,Closed,2020-05-01T15:00:00Z
-84.021074,33.857011,Closed,2020-05-01T15:00:00Z
-81.031492,34.744143,Closed,2020-05-01T15:00:00Z
-91.75858,32.456188,Closed,2020-05-01T15:00:00Z
-84.46987837,33.92406746,Closed,2020-05-01T15:00:00Z
-91.692656,35.250429,Closed,2020-05-01T15:00:00Z
-84.29134,33.28088,Closed,2020-05-01T15:00:00Z
-82.188023,29.148493,Closed,2020-05-01T15:00:00Z
-82.00538,33.399077,Closed,2020-05-01T15:00:00Z
-90.669758,35.809383,Closed,2020-05-01T15:00:00Z
-81.74090361,26.21056749,Closed,2020-05-01T15:00:00Z
-84.128762,33.949688,Closed,2020-05-01T15:00:00Z
-86.121641,30.695845,Closed,2020-05-01T15:00:00Z
-80.152522,33.036743,Closed,2020-05-01T15:00:00Z
-80.851167,35.305943,Closed,2020-05-01T15:00:00Z
-86.758352,36.235758,Closed,2020-05-01T15:00:00Z
-80.68817,34.192405,Closed,2020-05-01T15:00:00Z
-84.08611736,36.16479298,Closed,2020-05-01T15:00:00Z
-93.31035,37.24853,Closed,2020-05-01T15:00:00Z
-85.371382,38.39719,Closed,2020-05-01T15:00:00Z
-81.31335,35.711134,Closed,2020-05-01T15:00:00Z
-85.18773,35.054091,Closed,2020-05-01T15:00:00Z
-85.385533,35.019387,Closed,2020-05-01T15:00:00Z
-80.090734,33.000912,Closed,2020-05-01T15:00:00Z
-83.372149,39.957842,Closed,2020-05-01T15:00:00Z
-83.46134,34.251825,Closed,2020-05-01T15:00:00Z
-81.23276,32.1105,Closed,2020-05-01T15:00:00Z
-82.691892,30.179667,Closed,2020-05-01T15:00:00Z
-80.48219,35.6434,Closed,2020-05-01T15:00:00Z
-79.10293,36.057786,Closed,2020-05-01T15:00:00Z
-84.227409,33.506177,Closed,2020-05-01T15:00:00Z
-84.003139,36.047286,Closed,2020-05-01T15:00:00Z
-78.59837,35.816734,Closed,2020-05-01T15:00:00Z
-79.05181,34.621484,Closed,2020-05-01T15:00:00Z
-91.00753737,30.43954741,Closed,2020-05-01T15:00:00Z
-78.8157,35.00557,Closed,2020-05-01T15:00:00Z
-82.06208,32.377905,Closed,2020-05-01T15:00:00Z
-84.170299,34.003035,Closed,2020-05-01T15:00:00Z
-80.05217,32.93369,Closed,2020-05-01T15:00:00Z
-82.122669,30.262603,Closed,2020-05-01T15:00:00Z
-86.78056,33.333944,Open,2020-05-01T15:00:00Z
-82.20422,35.247389,Closed,2020-05-01T15:00:00Z
-82.33408,34.811575,Closed,2020-05-01T15:00:00Z
-83.763011,31.176724,Closed,2020-05-01T15:00:00Z
-90.456678,30.477968,Closed,2020-05-01T15:00:00Z
-86.93834,34.783197,Closed,2020-05-01T15:00:00Z
-86.57733,32.801087,Closed,2020-05-01T15:00:00Z
-79.307395,34.50489,Closed,2020-05-01T15:00:00Z
-83.35841535,33.94800385,Closed,2020-05-01T15:00:00Z
-84.31927,37.77666,Closed,2020-05-01T15:00:00Z
-79.866593,34.157428,Closed,2020-05-01T15:00:00Z
-80.27906554,36.1884869,Closed,2020-05-01T15:00:00Z
-83.55072,34.512431,Closed,2020-05-01T15:00:00Z
-86.616238,33.639227,Closed,2020-05-01T15:00:00Z
-89.09743,30.43832,Closed,2020-05-01T15:00:00Z
-89.14739,31.685752,Closed,2020-05-01T15:00:00Z
-81.076629,34.015241,Closed,2020-05-01T15:00:00Z
-83.88405,33.83348,Closed,2020-05-01T15:00:00Z
-84.213563,36.298002,Closed,2020-05-01T15:00:00Z
-85.12345234,38.64935283,Closed,2020-05-01T15:00:00Z
-90.49983,30.504208,Closed,2020-05-01T15:00:00Z
-83.968892,36.013218,Closed,2020-05-01T15:00:00Z
-83.752416,32.447579,Closed,2020-05-01T15:00:00Z
-81.19393,32.187662,Closed,2020-05-01T15:00:00Z
-80.687976,32.928945,Closed,2020-05-01T15:00:00Z
-83.3795,33.923055,Closed,2020-05-01T15:00:00Z
-84.93833,32.484108,Closed,2020-05-01T15:00:00Z
-83.477125,33.559662,Closed,2020-05-01T15:00:00Z
-91.05737726,30.43213324,Closed,2020-05-01T15:00:00Z
-86.657072,34.738659,Closed,2020-05-01T15:00:00Z
-81.970888,34.98314,Closed,2020-05-01T15:00:00Z
-84.588922,33.395467,Closed,2020-05-01T15:00:00Z
-84.54907,33.91883,Closed,2020-05-01T15:00:00Z
-90.00494,34.962506,Closed,2020-05-01T15:00:00Z
-85.01597,32.497212,Closed,2020-05-01T15:00:00Z
-94.1835685,36.17449526,Closed,2020-05-01T15:00:00Z
-84.10712,31.57076,Closed,2020-05-01T15:00:00Z
-83.12299239,40.00224597,Closed,2020-05-01T15:00:00Z
-79.38219,36.061711,Closed,2020-05-01T15:00:00Z
-84.313663,33.888283,Closed,2020-05-01T15:00:00Z
-86.351386,30.377749,Closed,2020-05-01T15:00:00Z
-84.594442,33.865028,Closed,2020-05-01T15:00:00Z
-112.239187,33.465058,Closed,2020-05-01T15:00:00Z
-81.79928124,26.5469082,Closed,2020-05-01T15:00:00Z
-87.28780952,36.59492755,Closed,2020-05-01T15:00:00Z
-84.0124,34.097511,Closed,2020-05-01T15:00:00Z
-80.85724,35.594201,Closed,2020-05-01T15:00:00Z
-82.06222,33.42203,Closed,2020-05-01T15:00:00Z
-84.22567862,40.02601161,Closed,2020-05-01T15:00:00Z
-83.201973,33.549058,Closed,2020-05-01T15:00:00Z
-86.389859,32.461303,Closed,2020-05-01T15:00:00Z
-86.62556121,36.15400811,Closed,2020-05-01T15:00:00Z
-84.631532000000007,38.917408,Closed,2020-05-01T15:00:00Z
-80.36341,36.262615,Closed,2020-05-01T15:00:00Z
-85.35469,32.644407,Closed,2020-05-01T15:00:00Z
-80.63252,27.99758,Closed,2020-05-01T15:00:00Z
-84.527623,34.102593,Closed,2020-05-01T15:00:00Z
-85.153527,31.873048,Closed,2020-05-01T15:00:00Z
-83.92359,33.03485,Closed,2020-05-01T15:00:00Z
-92.82859,34.39329,Closed,2020-05-01T15:00:00Z
-86.2829,33.603128,Closed,2020-05-01T15:00:00Z
-82.60015,34.630471,Closed,2020-05-01T15:00:00Z
-97.47981,32.76085,Closed,2020-05-01T15:00:00Z
-89.920604,35.075448,Closed,2020-05-01T15:00:00Z
-82.03237,35.02592,Closed,2020-05-01T15:00:00Z
-86.65572332,36.30734927,Closed,2020-05-01T15:00:00Z
-80.97439,32.478705,Closed,2020-05-01T15:00:00Z
-80.27723,34.19628,Closed,2020-05-01T15:00:00Z
-78.53805,35.375693,Closed,2020-05-01T15:00:00Z
-93.82040735,30.11393181,Closed,2020-05-01T15:00:00Z
-86.519549,33.570904,Closed,2020-05-01T15:00:00Z
-91.832716,30.313436,Closed,2020-05-01T15:00:00Z
-84.32075,33.56233,Closed,2020-05-01T15:00:00Z
-81.739172,33.638365,Closed,2020-05-01T15:00:00Z
-82.25658,34.942544,Closed,2020-05-01T15:00:00Z
-81.952064,28.09634,Closed,2020-05-01T15:00:00Z
-90.168405,32.303702,Closed,2020-05-01T15:00:00Z
-80.69008,37.082212,Closed,2020-05-01T15:00:00Z
-86.68897951,36.21577351,Closed,2020-05-01T15:00:00Z
-86.33319,32.326678,Closed,2020-05-01T15:00:00Z
-97.061237,32.692333,Closed,2020-05-01T15:00:00Z
-92.03783042,30.2542478,Closed,2020-05-01T15:00:00Z
-83.05329031,39.87821656,Closed,2020-05-01T15:00:00Z
-84.133187,34.179323,Closed,2020-05-01T15:00:00Z
-80.24316,33.703403,Closed,2020-05-01T15:00:00Z
-86.66697264,36.14446975,Closed,2020-05-01T15:00:00Z
-78.93353,35.910143,Closed,2020-05-01T15:00:00Z
-84.14139,33.95379,Closed,2020-05-01T15:00:00Z
-77.32489261,37.26279028,Closed,2020-05-01T15:00:00Z
-80.8556,34.097093,Closed,2020-05-01T15:00:00Z
-86.514925,36.168494,Closed,2020-05-01T15:00:00Z
-87.68195,30.24931,Closed,2020-05-01T15:00:00Z
-86.151491,34.199402,Closed,2020-05-01T15:00:00Z
-84.598503,38.682281,Closed,2020-05-01T15:00:00Z
-92.14127,37.822226,Closed,2020-05-01T15:00:00Z
-84.575973,33.817792,Closed,2020-05-01T15:00:00Z
-83.72429,33.99155,Closed,2020-05-01T15:00:00Z
-88.81434997,35.56417346,Closed,2020-05-01T15:00:00Z
-84.67639,34.0782,Closed,2020-05-01T15:00:00Z
-78.14762,35.58159,Closed,2020-05-01T15:00:00Z
-86.416413,36.931966,Closed,2020-05-01T15:00:00Z
-86.86405,30.402206,Closed,2020-05-01T15:00:00Z
-97.313805,32.544351,Closed,2020-05-01T15:00:00Z
-84.31003,34.066383,Closed,2020-05-01T15:00:00Z
-85.827384,33.615254,Closed,2020-05-01T15:00:00Z
-86.715211,36.35108,Closed,2020-05-01T15:00:00Z
-92.387086,30.236434,Closed,2020-05-01T15:00:00Z
-86.819517,33.652325,Closed,2020-05-01T15:00:00Z
-92.717308,35.170669,Closed,2020-05-01T15:00:00Z
-87.760007,30.647833,Closed,2020-05-01T15:00:00Z
-81.79618716,26.68454163,Closed,2020-05-01T15:00:00Z
-81.26352,35.704687,Closed,2020-05-01T15:00:00Z
-83.73106,32.8324,Closed,2020-05-01T15:00:00Z
-85.70251,38.061507,Closed,2020-05-01T15:00:00Z
-84.17322,34.15553,Closed,2020-05-01T15:00:00Z
-82.31568,34.837178,Closed,2020-05-01T15:00:00Z
-84.53205,33.56699,Closed,2020-05-01T15:00:00Z
-94.18569,36.334712,Closed,2020-05-01T15:00:00Z
-81.285267,32.005849,Closed,2020-05-01T15:00:00Z
-86.91722394,33.33685902,Closed,2020-05-01T15:00:00Z
-79.836375,34.188309,Closed,2020-05-01T15:00:00Z
-87.683585,30.375629,Closed,2020-05-01T15:00:00Z
-83.79985,34.2824,Closed,2020-05-01T15:00:00Z
-86.08729,35.497548,Closed,2020-05-01T15:00:00Z
-84.88872,32.522608,Closed,2020-05-01T15:00:00Z
-84.77872,33.32542,Closed,2020-05-01T15:00:00Z
-80.979082,34.214703,Closed,2020-05-01T15:00:00Z
-90.269803,32.289718,Closed,2020-05-01T15:00:00Z
-84.3149,30.48613,Closed,2020-05-01T15:00:00Z
-81.0284,35.25269,Closed,2020-05-01T15:00:00Z
-84.09343933,35.92306234,Closed,2020-05-01T15:00:00Z
-94.898937,29.823854,Closed,2020-05-01T15:00:00Z
-93.13783,35.304466,Closed,2020-05-01T15:00:00Z
-84.281203,33.922659,Closed,2020-05-01T15:00:00Z
